Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation County,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation Location,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA
8014772465,DFX8388,NY,PAS,04/06/2015,21,SUBN,DODGE,T,12130,93830,26630,01/01/20150418 12:00:00 PM,0067,67,356170,T302,Y,1205P,,K,F,738,Albany Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,GY,,2005,,0,N 32,21-No Parking (street clean),,,,,,,,,,,
7325104303,GKC4307,NY,PAS,11/14/2014,46,4DSD,INFIN,T,6380,9130,9180,01/01/20160109 12:00:00 PM,0066,66,347585,T302,I,0257P,,K,F,5118,13th Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BR,,2014,,0,01 3,46A-Double Parking (Non-COM),,,,,,,,,,,
7578714636,CEB8930,NY,PAS,08/18/2014,21,SUBN,HONDA,T,60420,52220,61220,01/01/20141107 12:00:00 PM,0049,49,361106,T202,E,0946A,,BX,F,1813,Radcliff Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,GREEN,,2001,,0,08A,21-No Parking (street clean),,,,,,,,,,,
7830675375,EJT8089,NY,PAS,03/17/2015,71,SUBN,CHEVR,T,45340,13610,13550,01/01/20160831 12:00:00 PM,0001,1,361297,T105,E,0147P,,NY,F,1,Whitehall St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2013,,0,087,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7390334496,EWL5875,NY,PAS,08/25/2014,38,4DSD,MAZDA,T,14920,75020,75030,01/01/20160425 12:00:00 PM,0050,50,361340,T201,T,0413P,,BX,F,5665,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2014,,0,30 2,38-Failure to Display Muni Rec,,,,,,,,,,,
8016633225,FPY6416,NY,PAS,05/08/2015,71,VAN,FORD,T,0,0,0,01/01/20150831 12:00:00 PM,0046,46,361324,T201,H,1218P,,BX,I,N,W 180th St,100ft W/of Andrews A,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2011,,0,53 2,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8013466176,N/S,NY,PAS,01/17/2015,74,4DSD,ME/BE,T,60810,40404,40404,01/01/88888888 12:00:00 PM,105,105,355712,T402,J,0735A,,Q,F,216-02,Rockaway Blvd,,01/05/0001 12:00:00 PM,408,j2,,,,,TAN,,0,,0,15 4,74-Missing Display Plate,,,,,,,,,,,
8013466176,N/S,NY,PAS,01/17/2015,74,4DSD,ME/BE,T,60810,40404,40404,01/01/88888888 12:00:00 PM,105,105,355712,T402,J,0735A,,Q,F,216-02,Rockaway Blvd,,01/05/0001 12:00:00 PM,408,j2,,,,,TAN,,0,,0,15 4,74-Missing Display Plate,,,,,,,,,,,
1382436397,GRP6372,NY,PAS,06/27/2015,40,SUBN,JEEP,P,52120,29120,27090,01/01/20160530 12:00:00 PM,0046,163,955129,0163,0000,0810P,,BX,O,2066,MORRIS AVE,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,3,,,,,,,,,,,,,
7577805166,DB444Y,NY,PAS,04/07/2015,37,4DSD,HONDA,T,9540,16590,16740,01/01/20160714 12:00:00 PM,110,110,362206,T401,T,0332P,0321P,Q,O,80-15,41st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2010,441-3136,0,46 4,37-Expired Muni Meter,,,,,,,,,,,
8021069995,EVV6716,NY,PAS,05/14/2015,37,4DSD,HONDA,T,13430,20530,64330,01/01/20151207 12:00:00 PM,0084,84,361316,T301,E,0450P,0424P,K,F,446,Atlantic Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2007,301-3014,0,05 3,37-Expired Muni Meter,,,,,,,,,,,
8001376023,WNS1247,VA,PAS,07/01/2014,21,4DSD,HONDA,T,69330,26730,67047,01/01/20141288 12:00:00 PM,0077,77,337779,T301,A,1212P,,K,F,582,Park Pl,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GREY,,0,,0,19 3,21-No Parking (street clean),,,,,,,,,,,
7494017732,FEP8999,NY,OMS,01/03/2015,40,SUBN,CHEVR,T,61390,45790,54580,01/01/20150930 12:00:00 PM,109,109,345105,T740,D,0556A,,Q,O,133-01,Sanford Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2015,,4,02 6,40-Fire Hydrant,,,,,,,,,,,
7494017732,FEP8999,NY,OMS,01/03/2015,40,SUBN,CHEVR,T,61390,45790,54580,01/01/20150930 12:00:00 PM,109,109,345105,T740,D,0556A,,Q,O,133-01,Sanford Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2015,,4,02 6,40-Fire Hydrant,,,,,,,,,,,
7045052790,82699,MA,APP,10/24/2014,14,BUS,VAN H,T,28790,11610,19690,01/01/20150688 12:00:00 PM,0007,7,361044,T101,D,0518P,,NY,F,3,Pike St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,75 1,14-No Standing,,,,,,,,,,,
7731357272,CAD8665,NC,PAS,08/30/2014,38,4DSD,AUDI,T,0,0,0,01/01/20140788 12:00:00 PM,0060,60,345428,T802,B,1110P,,K,I,E,W 10th St,200ft N/of Surf Ave,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1200A,GREY,,0,,0,A 31,38-Failure to Display Muni Rec,,,,,,,,,,,
7402650984,GFR4131,NY,PAS,06/30/2014,37,SUBN,HONDA,T,52090,16540,16640,01/01/20150623 12:00:00 PM,102,102,361047,T402,B,0124P,1115A,Q,F,80-46,Kew Gardens Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,1000P,GY,,2004,404-3065,0,01 4,37-Expired Muni Meter,,,,,,,,,,,
8000426766,VAM4688,VA,PAS,08/01/2014,21,4DSD,TOYOT,T,72230,5680,5780,01/01/20150688 12:00:00 PM,0078,78,358849,T302,F,0908A,,K,O,813,President St,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,0930A,WHITE,,0,,0,59 3,21-No Parking (street clean),,,,,,,,,,,
7203915724,BEU3765,NY,PAS,02/06/2015,38,SUBN,FORD,T,54050,35530,35580,01/01/20161015 12:00:00 PM,0061,61,359312,T302,G,1159A,,K,F,1624,Kings Hwy,,01/05/0001 12:00:00 PM,408,h1,,YYYYYYY,0830A,0700P,RD,,2007,,0,03 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7694368135,GPN4978,NY,PAS,08/02/2014,37,4DSD,BMW,T,10830,5280,5430,01/01/20160617 12:00:00 PM,0068,68,358842,T302,E,0107P,0100P,K,F,373,85th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2014,309-1412,0,32 3,37-Expired Muni Meter,,,,,,,,,,,
8023937959,GTL2044,NY,PAS,06/25/2015,74,SUBN,INFIN,T,40230,0,0,01/01/20161021 12:00:00 PM,0069,69,355099,T302,L,0142P,,K,I,N,Farragut Rd,55ft E/of E 80th St,01/05/0001 12:00:00 PM,408,j2,,,,,BROWN,,2009,,0,L 32,74B-Covered Plate,,,,,,,,,,,
1372547435,4N80C,NY,SRF,10/08/2014,19,SDN,FORD,X,15210,21790,33390,01/01/20150331 12:00:00 PM,0006,6,943628,0006,0000,0500P,,NY,F,147,CHRISTOPHER ST,,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,ALL,ALL,YEL,0,2012,-,0,,,,,,,,,,,,,
7022303538,ENR4871,NY,PAS,06/12/2015,14,4DSD,TOYOT,T,51090,63290,26860,01/01/20170101 12:00:00 PM,105,105,361842,T402,C,0351P,,Q,F,219-32,Jamaica Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREY,,2013,,0,15 4,14-No Standing,,,,,,,,,,,
7170585479,DRZ7616,NY,PAS,10/07/2014,71,4DSD,NISSA,T,39800,57710,57720,01/01/20160619 12:00:00 PM,122,122,330659,T303,B,1109A,,R,F,193,New Dorp Ln,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2013,,0,03-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7901129591,YZA3252,PA,PAS,08/04/2014,42,PICK,FORD,T,10510,34930,14490,01/01/20141088 12:00:00 PM,0017,17,357804,T106,GP,0312P,,NY,F,1433,6th Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,BLACK,,0,143-3784,0,16 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,
7882321291,74028PA,NY,IRP,08/14/2014,69,FLAT,MACK,T,17870,24890,10210,01/01/20141031 12:00:00 PM,0018,18,355497,T102,D,0944A,,NY,O,160,E 44th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0600P,RED,,2006,,0,MC 9,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7825981467,41697JA,NY,COM,02/04/2015,69,VAN,FORD,T,17610,25390,27800,01/01/20150831 12:00:00 PM,0014,14,358585,T102,D,0740A,,NY,F,59,E 31st St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0600P,WH,,2001,,0,10 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7810582732,GSG2142,NY,PAS,02/25/2015,14,4DSD,HYUND,T,15010,23990,15510,01/01/20160722 12:00:00 PM,0007,7,355710,T101,M,0855A,,NY,O,291-295,Cherry St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GY,,2004,,0,G 10,14-No Standing,,,,,,,,,,,
7759560989,95137JA,NY,COM,01/05/2015,70,REFG,VOLVO,T,17140,18290,18290,01/01/20141206 12:00:00 PM,102,102,343942,T402,M,0841A,,Q,F,90-40,84th St,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,RED,,1992,,0,H 42,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
7759560989,95137JA,NY,COM,01/05/2015,70,REFG,VOLVO,T,17140,18290,18290,01/01/20141206 12:00:00 PM,102,102,343942,T402,M,0841A,,Q,F,90-40,84th St,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,RED,,1992,,0,H 42,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
8031504556,XB1BLE,NJ,PAS,02/27/2015,14,4DSD,BMW,T,27790,18110,18130,01/01/88888888 12:00:00 PM,0017,17,345536,T503,B1,0931A,,NY,F,450,Park Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,BLACK,,0,,0,17 7,14-No Standing,,,,,,,,,,,
7890747159,GGN8311,NY,PAS,08/04/2014,37,4DSD,FORD,T,10110,17630,17650,01/01/20150430 12:00:00 PM,0013,13,359594,T102,J,0428P,0415P,NY,O,585,2nd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,1000P,GREY,,2013,104-5111,0,09 6,37-Expired Muni Meter,,,,,,,,,,,
8015051769,GJT4844,NY,PAS,11/01/2014,71,SUBN,FORD,T,23035,40404,40404,01/01/20151021 12:00:00 PM,103,103,358221,T402,H,0917A,,Q,F,90-28,146th Pl,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2004,,0,02 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8015370528,FZD6980,NY,PAS,01/10/2015,37,SUBN,FORD,T,29830,51630,90930,01/01/20160522 12:00:00 PM,0076,76,359288,T302,E,1128A,1034A,K,F,544,Court St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2014,318-3043,0,55 3,37-Expired Muni Meter,,,,,,,,,,,
7327596630,T634440C,NY,OMT,07/07/2014,70,4DSD,TOYOT,T,13610,37702,37703,01/01/20140630 12:00:00 PM,0034,34,357736,T103,L,0218P,,NY,F,5030,Broadway,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BK,,2013,,0,CC1,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
7962769026,EVL5089,NY,PAS,08/27/2014,17,SUBN,DODGE,T,57190,21070,21090,01/01/20150901 12:00:00 PM,113,113,361361,T402,T,0611P,,Q,F,118-01,Guy R Brewer Blvd,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,WH,,1996,,0,N 42,17-No Stand (exc auth veh),,,,,,,,,,,
7123306259,GNN9157,NY,PAS,04/22/2015,21,SUBN,PONTI,T,17130,62660,23290,01/01/20160511 12:00:00 PM,107,107,353083,T402,L,0842A,,Q,F,147-14,84th Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GY,,1998,,0,D 42,21-No Parking (street clean),,,,,,,,,,,
7096170340,340JKT,KY,PAS,07/16/2014,21,SUBN,LEXUS,T,56630,0,0,01/01/20140788 12:00:00 PM,112,112,358175,T401,K,0850A,,Q,I,S,Nansen St,5ft E/of 69th Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,WHITE,,0,,0,57-A,21-No Parking (street clean),,,,,,,,,,,
7114977918,EJF6181,NY,PAS,01/10/2015,50,SUBN,NISSA,T,0,0,0,01/01/20150626 12:00:00 PM,0073,73,351966,T301,L,0758A,,K,I,S,Sterling Pl,0ft E/of Ralph Ave,01/05/0001 12:00:00 PM,408,e5,,,,,GY,,2004,,0,L 31,50-Crosswalk,,,,,,,,,,,
7114977918,EJF6181,NY,PAS,01/10/2015,50,SUBN,NISSA,T,0,0,0,01/01/20150626 12:00:00 PM,0073,73,351966,T301,L,0758A,,K,I,S,Sterling Pl,0ft E/of Ralph Ave,01/05/0001 12:00:00 PM,408,e5,,,,,GY,,2004,,0,L 31,50-Crosswalk,,,,,,,,,,,
8013590628,DAZ5236,NY,PAS,06/18/2015,21,2DSD,CHEVR,T,20490,11440,11640,01/01/20161004 12:00:00 PM,110,110,356236,T401,L,1141A,,Q,F,55-04,111th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,GREEN,,1991,,0,M 41,21-No Parking (street clean),,,,,,,,,,,
1381641568,91730JX,NY,COM,04/02/2015,45,P-U,CHEVR,P,35630,44990,29690,01/01/20160930 12:00:00 PM,0024,24,876713,0024,0000,1157A,,NY,O,306,W 93 ST,,01/05/0001 12:00:00 PM,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,,,,,,,,,
7796396739,EYA9797,NY,PAS,06/09/2015,21,2DSD,INFIN,T,21340,49690,51090,01/01/20160831 12:00:00 PM,102,102,361872,T402,J,1223P,,Q,F,8632,120th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1200A,0130P,BL,,2008,,0,19 4,21-No Parking (street clean),,,,,,,,,,,
8017524778,GKV1367,NY,PAS,06/11/2015,20,SUBN,TOYOT,T,70620,39803,74370,01/01/20151005 12:00:00 PM,0044,44,353126,T201,S,0136P,,BX,F,1401,University Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0700A,0700P,GR,,2010,,0,Q 21,20A-No Parking (Non-COM),,,,,,,,,,,
7517486330,ATZ9310,NY,PAS,08/15/2014,46,SUBN,MERCU,T,32030,73190,70030,01/01/20140830 12:00:00 PM,0079,79,345162,T301,Y,0952A,,K,F,388A,Decatur St,,01/05/0001 12:00:00 PM,408,f1,,,,,WHITE,,2001,,0,A 31,46A-Double Parking (Non-COM),,,,,,,,,,,
7709179150,EHC8712,NY,PAS,04/30/2015,37,PICK,HONDA,T,10210,18470,18490,01/01/20160531 12:00:00 PM,0019,19,361887,T103,I,1050A,1039A,NY,F,1303,3rd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2013,120-8007,0,C 77,37-Expired Muni Meter,,,,,,,,,,,
8010778254,GBF8155,NY,PAS,03/01/2015,71,CONV,AUDI,T,18410,10110,10010,01/01/20161022 12:00:00 PM,0019,19,358126,T103,E,0717A,,NY,F,300,E 71st St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BL,,2013,,0,02 7,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7001834427,EBJ1672,NY,PAS,06/16/2015,21,4DSD,TOYOT,T,13990,0,0,01/01/20150729 12:00:00 PM,112,112,361888,T401,K,0944A,,Q,I,E,67th Ave,25ft S/of 102nd St,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GREY,,2005,,0,55-A,21-No Parking (street clean),,,,,,,,,,,
1380527387,CF9891,NY,COM,02/23/2015,38,DELV,INTER,P,10910,34050,34070,01/01/20151231 12:00:00 PM,0014,14,906695,0014,0000,0950A,,NY,O,61,9TH AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,,,,,,,,,
7718339087,70350MD,NY,COM,11/04/2014,69,DELV,FORD,T,27800,17430,17450,01/01/20150831 12:00:00 PM,0013,13,359586,T102,H,0757A,,NY,F,300,Park Ave South,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WHITE,,2012,,0,17 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
1374839413,14578MG,NY,COM,12/23/2014,46,VAN,GMC,P,0,40404,40404,01/01/20161031 12:00:00 PM,0046,46,946673,0046,0000,1046A,,BX,O,2395,VALENTINE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,,,,,,,,,
1374839413,14578MG,NY,COM,12/23/2014,46,VAN,GMC,P,0,40404,40404,01/01/20161031 12:00:00 PM,0046,46,946673,0046,0000,1046A,,BX,O,2395,VALENTINE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,,,,,,,,,
7125932058,16157MC,NY,COM,07/31/2014,69,VAN,CHEVR,T,34770,13610,10810,01/01/88888888 12:00:00 PM,0018,18,361135,T102,L,0224P,,NY,O,210,W 50th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0600P,WHITE,,2011,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7390771460,FEY5730,NY,PAS,04/20/2015,37,SUBN,ACURA,T,16910,29190,30490,01/01/20160923 12:00:00 PM,0034,34,356491,T103,K,0115P,1110A,NY,F,138,Dyckman St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLACK,,2011,106-8265,0,01 7,37-Expired Muni Meter,,,,,,,,,,,
1368104629,3285ME,NY,COM,05/10/2015,51,VAN,WORKH,P,0,27290,0,01/01/20160331 12:00:00 PM,0001,1,160359,0001,0000,0535P,,NY,F,,PIER 25 WEST ST AND,N MOORE ST,01/05/0001 12:00:00 PM,408,E3,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
1381677150,GSV3735,NY,PAS,04/14/2015,40,SUBN,DODGE,P,37350,21190,28890,01/01/20161117 12:00:00 PM,0034,34,935005,0034,0000,0855A,,NY,F,801,W 180 ST,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,GN,0,2003,-,5,,,,,,,,,,,,,
1372130858,GPB8816,NY,PAS,10/23/2014,70,SDN,INFIN,P,70620,70635,74240,01/01/20141004 12:00:00 PM,0044,44,933134,0044,0000,1105P,,BX,F,1075,UNIVERSITY AVE,,01/05/0001 12:00:00 PM,408,D,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1369153582,44075JX,NY,COM,07/29/2014,78,VAN,CHEVR,P,24340,16090,16190,01/01/20151130 12:00:00 PM,107,107,948104,0107,0000,1150P,,Q,F,77-37,166 ST,,01/05/0001 12:00:00 PM,408,D3,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,,,,,,,,,
1379209687,2693ME,NY,COM,03/10/2015,46,VAN,CHEVR,P,67530,14630,14680,01/01/20150930 12:00:00 PM,0061,61,942209,0061,0000,0315P,,K,O,2590,OCEAN AV,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,,,,,,,,,
7041317961,MAIMANA,PA,PAS,06/27/2014,21,PICK,CHEVR,T,35720,72220,59720,01/01/20150188 12:00:00 PM,0043,43,358648,T202,B,0839A,,BX,F,1976,Gleason Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GREY,,0,,0,14A,21-No Parking (street clean),,,,,,,,,,,
7807003558,2315856,IN,PAS,05/20/2015,47,FLAT,FRUEH,T,34930,10810,10910,01/01/20150088 12:00:00 PM,0020,20,345555,T103,D,0933A,,NY,F,340,W 58th St,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WHITE,,0,,0,31 7,47-Double PKG-Midtown,,,,,,,,,,,
7150755940,GTX5372,NY,AGC,10/29/2014,40,SUBN,HYUND,T,12210,17210,17230,01/01/20141125 12:00:00 PM,0013,13,356550,T800,B2,0221A,,NY,O,178,Avenue B,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,4,E 77,40-Fire Hydrant,,,,,,,,,,,
8014060404,66235JR,NY,COM,11/18/2014,14,VAN,ISUZU,T,34930,10910,11010,01/01/20151031 12:00:00 PM,0018,18,355682,T106,A,0625A,,NY,F,429,W 58th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2002,,0,C 17,14-No Standing,,,,,,,,,,,
7779998034,ETP1523,NY,PAS,03/10/2015,20,SUBN,CADIL,T,42120,74330,19925,01/01/20150629 12:00:00 PM,0044,44,361055,T201,Q,0124P,,BX,F,1298,Inwood Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BK,,2007,,0,V 21,20A-No Parking (Non-COM),,,,,,,,,,,
8013143806,BNNY197,ON,PAS,05/18/2015,19,SUBN,VOLVO,T,25690,36050,36070,01/01/20150088 12:00:00 PM,0026,26,356959,T103,L,0304P,,NY,O,344,Manhattan Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,RED,,0,,0,03 7,19-No Stand (bus stop),,,,,,,,,,,
7825296217,V68FGH,NJ,PAS,05/06/2015,14,SUBN,FORD,T,10610,34450,34470,01/01/88888888 12:00:00 PM,0014,14,361122,T502,F,0421P,,NY,F,450,7th Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0400P,0700P,BLACK,,0,,0,42 6,14-No Standing,,,,,,,,,,,
1365823210,EXA1158,NY,PAS,12/03/2014,19,SDN,NISSA,P,94730,47330,45930,01/01/20160221 12:00:00 PM,0083,83,952183,0083,0000,1211P,,K,F,211,WYCKOFF AVE,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2002,-,0,,,,,,,,,,,,,
7075135685,XBYS67,NJ,PAS,05/04/2015,19,DELV,HINO,T,33490,32910,28870,01/01/20150088 12:00:00 PM,0001,1,356512,T105,E,0247P,,NY,O,122,Water St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,0,,0,081,19-No Stand (bus stop),,,,,,,,,,,
7362432392,6AN1941,MD,PAS,11/20/2014,20,SUBN,ACURA,T,15810,10710,13000,01/01/88880088 12:00:00 PM,0006,6,347656,T108,B,0821A,,NY,F,24,Commerce St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,01 8,20A-No Parking (Non-COM),,,,,,,,,,,
8000088289,GUL8047,NY,PAS,01/02/2015,21,SUBN,JEEP,T,54110,85730,85330,01/01/88888888 12:00:00 PM,0079,79,351964,T301,C,1215P,,K,F,268,Kosciusko St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,BLACK,,0,,0,09 3,21-No Parking (street clean),,,,,,,,,,,
8000088289,GUL8047,NY,PAS,01/02/2015,21,SUBN,JEEP,T,54110,85730,85330,01/01/88888888 12:00:00 PM,0079,79,351964,T301,C,1215P,,K,F,268,Kosciusko St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,BLACK,,0,,0,09 3,21-No Parking (street clean),,,,,,,,,,,
7155857154,3D28H,NY,OMT,07/05/2014,48,SUBN,TOYOT,T,17950,24890,10210,01/01/88888888 12:00:00 PM,0017,17,340051,T503,A1,1219P,,NY,O,142,E 48th St,,01/05/0001 12:00:00 PM,408,e9,,,,,YELLO,,0,,0,18 7,48-Bike Lane,,,,,,,,,,,
7241932183,FAL5426,NY,PAS,05/20/2015,71,SUBN,JEEP,T,35290,60820,35780,01/01/20160507 12:00:00 PM,100,100,361342,T402,R,0156P,,Q,F,115-08,Beach Channel Dr,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2012,,0,Q 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
1373237867,BKW,NY,PAS,10/17/2014,71,SDN,CHEVR,X,0,0,0,01/01/20151002 12:00:00 PM,115,302,43314,0302,0000,0447P,0447P,,F,,LGA LOT 2,,01/01/20141017 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
8005466810,AJA1456,NC,PAS,08/29/2014,21,PICK,FORD,T,17250,10210,10110,01/01/20141088 12:00:00 PM,0009,9,358913,T101,C,1009A,,NY,F,226,E 13th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,24 1,21-No Parking (street clean),,,,,,,,,,,
8010537068,17827ME,NY,COM,05/13/2015,23,DELV,INTER,T,34650,10510,13610,01/01/20151231 12:00:00 PM,0014,14,355642,T106,GP,1106A,,NY,O,158,W 44th St,,01/05/0001 12:00:00 PM,408,d2,,YYYYYYY,,,WH,,2014,,0,92 6,23-No Parking (taxi stand),,,,,,,,,,,
1371820880,14328BLV,NY,OML,08/25/2014,14,,FORD,P,0,0,0,01/01/20150731 12:00:00 PM,103,103,956350,0103,0000,0528P,,,,,E/B ARCHER AVE,PARSONS BLVD,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,ALL,ALL,GLD,0,2006,-,0,,,,,,,,,,,,,
7445918097,EBC3215,NY,PAS,06/05/2015,37,SUBN,HONDA,T,51090,16590,45590,01/01/20170620 12:00:00 PM,102,102,355669,T402,D,0131P,0124P,Q,F,8032,Jamaica Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,OTHER,,2007,431-3044,0,18 4,37-Expired Muni Meter,,,,,,,,,,,
7825961493,37041JV,NY,COM,09/18/2014,14,DELV,INTER,T,10110,17890,17910,01/01/20150228 12:00:00 PM,0017,17,358585,T102,D,0947A,,NY,F,853,2nd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WH,,2007,,0,35 6,14-No Standing,,,,,,,,,,,
7989433436,69190JZ,NY,COM,12/31/2014,46,REFG,MITSU,T,11710,35290,35310,01/01/20160630 12:00:00 PM,0020,20,361144,T103,K,0119P,1200P,NY,F,351,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,RED,,2010,,0,49 7,46B-Double Parking (Com-100Ft),,,,,,,,,,,
